CodRegion_ESTAB,ESTAB,Nombre,TipoEstablecimiento,lat,lng
13,109102,"Instituto Psiquiátrico Dr. José Horwitz Barak (Santiago, Recoleta)",Establecimiento Alta Complejidad,-33.422336000000001,-70.650784999999999
13,109103,"Instituto Nacional del Cáncer Dr. Caupolicán Pardo Correa (Santiago, Recoleta)",Establecimiento Alta Complejidad,-33.418128000000003,-70.652105000000006
13,109104,Hospital de Til Til,Establecimiento Baja Complejidad,-33.086793,-70.924521999999996
13,109200,Hospital Clínico Universidad de Chile,Hospital (No perteneciente al SNSS),-33.420330999999997,-70.655744999999996
13,109201,Clínica Dávila,Clínica,-33.427256999999997,-70.648544000000001
13,109202,Centro Integramédica Norte,Centro de Salud,S/I,S/I
13,109204,Centro de Salud Mutual CChC Quilicura,Centro de Salud,S/I,S/I
13,109205,Centro Vida Integra Quilicura,Centro de Salud,S/I,S/I
13,109206,Centro Asistencial AChS Colina,Centro de Salud,S/I,S/I
13,109207,Policlínico del Trabajador AChS Parque Las Américas,Centro de Salud,S/I,S/I
13,109208,Centro Asistencial AChS Quilicura,Centro de Salud,S/I,S/I
13,109209,Centro Asistencial AChS Vespucio Oeste,Centro de Salud,S/I,S/I
13,109210,Clínica Astra Independencia,Clínica,-33.555830999999998,-70.640832000000003
13,109211,Centro Médico y Dental Megasalud Conchalí,Centro Médico y Dental,S/I,S/I
13,109212,Centro Médico Vivaceta,Centro de Salud,S/I,S/I
13,109213,Policlínico Instituto de Seguridad del Trabajo de Quilicura,Centro de Salud,S/I,S/I
13,109300,Centro de Salud Familiar Agustín Cruz Melo,Consultorio General Urbano,-33.415154999999999,-70.657118999999994
13,109301,Centro de Salud Familiar Recoleta,Consultorio General Urbano,-33.423921999999997,-70.645768000000004
13,109302,Centro de Salud Familiar Lucas Sierra,Consultorio General Urbano,-33.388855999999997,-70.671249000000003
13,109303,Centro de Salud Familiar Quinta Bella,Consultorio General Urbano,-33.403207000000002,-70.634602000000001
13,109304,Centro de Salud Familiar Valdivieso,Consultorio General Urbano,-33.410322000000001,-70.631219000000002
13,109305,Centro de Salud Familiar La Pincoya,Consultorio General Urbano,-33.373386000000004,-70.637020000000007
13,109307,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Consultorio General Urbano,-33.384391999999998,-70.644938999999994
13,109308,Centro de Salud Familiar Alberto Bachelet Martínez,Consultorio General Urbano,-33.394413999999998,-70.658337000000003
13,109309,Centro de Salud Familiar José Symon Ojeda,Consultorio General Urbano,-33.378315000000001,-70.692373000000003
13,109310,Centro de Salud Familiar Colina,Consultorio General Urbano,-33.205978999999999,-70.670552999999998
13,109311,Centro de Salud Familiar José Bauza Frau,Consultorio General Rural,-33.285648000000002,-70.876237000000003
13,109312,Centro de Salud Familiar Batuco,Consultorio General Rural,-33.241849000000002,-70.814149999999998
13,109313,Centro de Salud Familiar Irene Frei de Cid,Consultorio General Urbano,-33.365842000000001,-70.746633000000003
13,109314,Centro de Salud Familiar Juanita Aguirre,Consultorio General Urbano,-33.370386000000003,-70.683004999999994
13,109315,Centro de Salud Familiar Manuel Bustos Huerta,Consultorio General Urbano,-33.354232000000003,-70.720394999999996
13,109316,Centro de Salud Familiar Esmeralda,Consultorio General Urbano,-33.184133000000003,-70.653656999999995
13,109317,Centro de Salud Familiar El Barrero,Consultorio General Urbano,-33.375909,-70.624662999999998
13,109320,Centro de Salud Familiar Huertos Familiares,Consultorio General Rural,-33.135821,-70.799456000000006
13,109321,Centro de Salud Familiar Juan Antonio Ríos,Consultorio General Urbano,-33.417372999999998,-70.668651999999994
13,109323,Centro de Salud Familiar Dr. Salvador Allende Gossens,Consultorio General Urbano,-33.363415000000003,-70.632789000000002
13,109324,Centro de Salud Familiar Presidente Salvador Allende Gossens,Consultorio General Urbano,-33.354498,-70.737981000000005
13,109390,Centro de Salud Familiar Cristo Vive (ONG),Consultorio General Urbano,-33.387053000000002,-70.641802999999996
13,109407,Posta de Salud Rural Juan Pablo II de Lampa,Posta de Salud Rural,-33.281072000000002,-70.755734000000004
13,109410,Posta de Salud Rural La Capilla de Caleu,Posta de Salud Rural,-33.002937000000003,-70.995071999999993
13,109412,Posta de Salud Rural Montenegro,Posta de Salud Rural,-32.966264000000002,-70.835392999999996
13,109413,Posta de Salud Rural Rungue,Posta de Salud Rural,-33.008384999999997,-70.892432999999997
13,109414,Posta de Salud Rural Polpaico,Posta de Salud Rural,-33.167397999999999,-70.887051999999997
13,109416,Posta de Salud Rural Colorado,Posta de Salud Rural,-33.074370000000002,-70.717669000000001
13,109417,Posta de Salud Rural Los Ingleses,Posta de Salud Rural,-33.267322999999998,-70.678693999999993
13,109418,Posta de Salud Rural Las Canteras,Posta de Salud Rural,-33.304299999999998,-70.689014999999998
13,109419,Posta de Salud Rural Santa Marta de Liray,Posta de Salud Rural,-33.240239000000003,-70.736762999999996
13,109420,Posta de Salud Rural Chacabuco (Colina),Posta de Salud Rural,-33.043488000000004,-70.693601999999998
13,109606,COSAM Independencia,,-33.412374999999997,-70.660542000000007
13,109607,COSAM Conchalí,,-33.370325999999999,-70.682919999999996
13,109608,COSAM Huechuraba,,-33.372528000000003,-70.636404999999996
13,109609,COSAM Recoleta,,-33.402025000000002,-70.641581000000002
13,109636,COSAM Quilicura,,-33.365864999999999,-70.745776000000006
13,109640,COSAM Colina,,-33.195683000000002,-70.674277000000004
13,109641,COSAM Lampa,,-33.285581000000001,-70.885630000000006
13,109642,COSAM Til,,-33.086793,-70.924521999999996
13,109709,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,,-33.394663000000001,-70.682244999999995
13,109711,Centro Comunitario de Salud Familiar Sol de Septiembre,,-33.304893999999997,-70.853031999999999
13,109712,Centro Comunitario de Salud Familiar Batuco,,-33.229922999999999,-70.812734000000006
13,109713,Centro Comunitario de Salud Familiar La Foresta,,-33.359251999999998,-70.748628999999994
13,109715,Centro Comunitario de Salud Familiar Pucara de Lasana,,-33.377029,-70.725970000000004
13,109716,Centro Comunitario de Salud Familiar Esmeralda,,-33.183726999999998,-70.663438999999997
13,109718,Centro Comunitario de Salud Familiar Los Libertadores,,-33.360048999999997,-70.683526999999998
13,109801,SAR Recoleta,,-33.387284000000001,-70.649895000000001
13,109802,SAPU Lucas Sierra,,-33.38897,-70.671167999999994
13,109804,SAPU Valdivieso,,-33.410283999999997,-70.631484999999998
13,109805,SAR La Pincoya,,-33.373294999999999,-70.636987000000005
13,109808,SAPU Alberto Bachelet Martínez,,-33.394509999999997,-70.658019999999993
13,109809,SAR Conchalí,,-33.375965000000001,-70.684441000000007
13,109810,SAPU Colina,,-33.206836000000003,-70.677463000000003
13,109811,SAPU José Bauzá Frau,,-33.285725999999997,-70.876254000000003
13,109813,SAPU Nº 2 Irene Frei de Cid,,-33.365684999999999,-70.746596999999994
13,109815,SAPU Nº 1 Rodrigo Rojas Denegri,,-33.367266000000001,-70.731200999999999
13,109821,SAPU Juan Antonio Ríos,,-33.417520000000003,-70.668477999999993
13,109824,SAPU Presidente Salvador Allende Gossens,,-33.354348000000002,-70.738088000000005
13,109890,SAPU Cristo Vive,,-33.386766999999999,-70.641560999999996
13,110010,Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Occidente),Dirección Servicio de Salud,S/I,S/I
13,110011,PRAIS (S.S Metropolitano Occidente),,-33.448174000000002,-70.669443999999999
13,110012,Clínica Dental Móvil Simple. Pat. PW4083 (Curacaví),,-33.409256999999997,-71.146243999999996
13,110100,"Hospital San Juan de Dios (Santiago, Santiago)",Establecimiento Alta Complejidad,-33.442394,-70.679187999999996
13,110110,Instituto Traumatológico Dr. Teodoro Gebauer,Establecimiento Alta Complejidad,-33.434809999999999,-70.658488000000006
13,110120,"Hospital Dr. Félix Bulnes Cerda (Santiago, Quinta Normal)",Establecimiento Alta Complejidad,-33.415056999999997,-70.696102999999994
13,110130,Hospital Adalberto Steeger (Talagante),Establecimiento Mediana Complejidad,-33.668010000000002,-70.920338999999998
13,110140,Hospital de Peñaflor,Establecimiento Mediana Complejidad,-33.610010000000003,-70.904124999999993
13,110150,Hospital San José (Melipilla),Establecimiento Alta Complejidad,-33.695259999999998,-71.214668000000003
13,110160,Hospital de Curacaví,Establecimiento Baja Complejidad,-33.409256999999997,-71.146243999999996
13,110201,Clínica  Psiquiátrica Santa Cecilia,Clínica,-33.441290000000002,-70.667280000000005
13,110219,Centro de Salud Mutual CChC Talagante,Centro de Salud,S/I,S/I
13,110268,Clínica del Trabajador AChS,Clínica,-33.680100000000003,-71.233009999999993
13,110270,Clínica Los Maitenes,Clínica,-33.6721,-71.217179999999999
13,110271,Centro de Salud Mutual CChC Melipilla,Centro de Salud,S/I,S/I
13,110272,Clínica Fundación Gantz,Clínica,-33.438054999999999,-70.747936999999993
13,110273,Centro de Salud Mutual CChC Pudahuel,Centro de Salud,S/I,S/I
13,110276,Fundación Vida Nueva (Clínica Psiquiátrica),Clínica,,
13,110278,Centro Asistencial AChS Peñaflor,Centro de Salud,S/I,S/I
13,110279,Centro Asistencial AChS Talagante,Centro de Salud,S/I,S/I
13,110280,Servicio Médico Dental (S) Armada de Chile,Centro Médico y Dental,S/I,S/I
13,110281,Centro de Oncología Preventiva de la Universidad de Chile,Centro de Salud,-33.441977999999999,-70.683452000000003
13,110300,Centro de Referencia de Salud Salvador Allende,Centro de Referencia de Salud,-33.445368999999999,-70.740976000000003
13,110308,Centro de Salud Familiar Peñaflor,Consultorio General Rural,-33.608800000000002,-70.896258000000003
13,110310,Centro de Salud Familiar Andes,Consultorio General Urbano,-33.434167000000002,-70.692926999999997
13,110315,Centro de Salud Familiar Santa Anita,Consultorio General Urbano,-33.43929,-70.709299999999999
13,110316,Centro de Salud Familiar Pablo Neruda,Consultorio General Urbano,-33.450001,-70.730086999999997
13,110320,Centro de Salud Familiar Lo Franco,Consultorio General Urbano,-33.422508000000001,-70.694802999999993
13,110325,Centro de Salud Familiar Garín,Consultorio General Urbano,-33.430421000000003,-70.714350999999994
13,110330,Centro de Salud Familiar Dr. Adalberto Steeger,Consultorio General Urbano,-33.417518000000001,-70.741197999999997
13,110331,Centro de Salud Familiar Lo Amor,Consultorio General Urbano,-33.417580999999998,-70.717399
13,110335,Centro de Salud Familiar Cerro Navia,Consultorio General Urbano,-33.419555000000003,-70.750833999999998
13,110340,Centro de Salud Familiar Dr. Raúl Yazigi,Consultorio General Urbano,-33.451754999999999,-70.716049999999996
13,110345,Centro de Salud Familiar Dr. Carlos Avendaño,Consultorio General Urbano,-33.436875000000001,-70.740448000000001
13,110350,Centro de Salud Familiar Pudahuel Estrella,Consultorio General Urbano,-33.437387000000001,-70.750665999999995
13,110351,Centro de Salud Familiar Pudahuel Poniente,Consultorio General Urbano,-33.442644999999999,-70.764331999999996
13,110352,Centro de Salud Familiar Dr. Gustavo Molina,Consultorio General Urbano,-33.458131000000002,-70.760840000000002
13,110353,Centro de Salud Familiar Cardenal Raúl Silva Henríquez,Consultorio General Urbano,-33.429000000000002,-70.770919000000006
13,110354,Centro de Salud Familiar Violeta Parra,Consultorio General Urbano,-33.456935000000001,-70.742751999999996
13,110355,Centro de Salud Familiar Dr. Arturo Albertz,Consultorio General Urbano,-33.433501999999997,-70.731655000000003
13,110360,Centro de Salud Familiar Renca,Consultorio General Urbano,-33.403452000000001,-70.709698000000003
13,110361,Centro de Salud Familiar Bicentenario,Consultorio General Urbano,-33.397669,-70.749713
13,110362,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Consultorio General Urbano,-33.411478000000002,-70.728471999999996
13,110364,Centro de Salud Familiar Huamachuco,Consultorio General Urbano,-33.391260000000003,-70.698931999999999
13,110366,Centro de Salud Familiar Juan Pablo II de Padre Hurtado,Consultorio General Rural,-33.569868,-70.805037999999996
13,110369,Centro de Salud Familiar Dr. Fernando Monckeberg,Consultorio General Rural,-33.609977999999998,-70.871634999999998
13,110370,Centro de Salud Familiar El Monte,Consultorio General Rural,-33.681919000000001,-70.986091000000002
13,110375,Centro de Salud Familiar Isla de Maipo,Consultorio General Rural,-33.749042000000003,-70.903306000000001
13,110378,Centro de Salud Familiar Dr. Edelberto Elgueta,Consultorio General Rural,-33.681497999999998,-71.225949999999997
13,110379,Centro de Salud Familiar Dr. Francisco Boris Soler,Consultorio General Urbano,-33.700239000000003,-71.218134000000006
13,110380,Centro de Salud Familiar San Manuel,Consultorio General Rural,-33.773496000000002,-71.257568000000006
13,110381,Centro de Salud Familiar Alfarera Rosa Reyes Vilches,Consultorio General Rural,-33.649844999999999,-71.150450000000006
13,110385,Centro de Salud Familiar Adriana Madrid De Costabal,Consultorio General Rural,-33.517139999999998,-71.125007999999994
13,110387,Centro de Salud Familiar San Pedro,Consultorio General Rural,-33.895313000000002,-71.454412000000005
13,110390,Centro de Salud Familiar Dr. Alberto Allende Jones,Consultorio General Rural,-33.669665000000002,-70.937613999999996
13,110393,Centro de Salud Familiar Villa Alhué,Consultorio General Rural,-34.032483999999997,-71.100076000000001
13,110400,Posta de Salud Rural Aliro Cárcarmo (Lonquén),Posta de Salud Rural,-33.709417000000002,-70.853672000000003
13,110410,Centro Comunitario de Salud Familiar Irene Frei Montalva,,-33.402799999999999,-70.854443000000003
13,110425,Centro de Salud Familiar La Islita,Consultorio General Rural,-33.734794999999998,-70.861700999999996
13,110430,Posta de Salud Rural San Antonio de Naltagua,Posta de Salud Rural,-33.733137999999997,-71.022642000000005
13,110431,Posta de Salud Rural Gacitúa,Posta de Salud Rural,-33.732562000000001,-70.907133999999999
13,110432,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Posta de Salud Rural,-33.784382000000001,-70.886177000000004
13,110440,Posta de Salud Rural Bollenar,Posta de Salud Rural,-33.569087000000003,-71.210905999999994
13,110445,Posta de Salud Rural Pahuilmo,Posta de Salud Rural,-33.569161000000001,-71.115750000000006
13,110450,Posta de Salud Rural Pomaire,Posta de Salud Rural,S/I,S/I
13,110455,Posta de salud Rural Pabellón,Posta de Salud Rural,-33.750621000000002,-71.198276000000007
13,110465,Posta de Salud Rural Santa Emilia,Posta de Salud Rural,-33.466783999999997,-71.102373
13,110470,Posta de Salud Rural Las Mercedes ( María Pinto ),Posta de Salud Rural,-33.488356000000003,-71.185175999999998
13,110475,Posta de Salud Rural Chorombo,Posta de Salud Rural,-33.503599999999999,-71.258173999999997
13,110477,Centro Comunitario de Salud Familiar María Salas,,-33.455374999999997,-71.028769999999994
13,110480,Posta de Salud Rural San Pedro,Posta de Salud Rural,S/I,S/I
13,110485,Posta de Salud Rural Loica,Posta de Salud Rural,-33.976502000000004,-71.468924999999999
13,110490,Posta de Salud Rural La Manga,Posta de Salud Rural,-33.911087000000002,-71.606986000000006
13,110492,Posta de Salud Rural Nihue,Posta de Salud Rural,-33.986457999999999,-71.549983999999995
13,110495,Posta de Salud Rural El Prado,Posta de Salud Rural,-33.918647999999997,-71.510127999999995
13,110500,Posta de Salud Rural Villa Alhué,Posta de Salud Rural,S/I,S/I
13,110503,Posta de Salud Rural Hacienda Alhué,Posta de Salud Rural,-34.037103000000002,-71.224148
13,110505,Posta de Salud Rural Pichi,Posta de Salud Rural,-33.984426999999997,-71.063057999999998
13,110510,Posta de Salud Rural El Asiento,Posta de Salud Rural,-34.032321000000003,-71.002617000000001
13,110515,Posta de Salud Rural Santa María,Posta de Salud Rural,-34.074179000000001,-71.202425000000005
13,110601,Consultorio Coaniquem,Consultorio General Urbano,-33.436776000000002,-70.748548999999997
13,110619,COSAM Cerro Navia,,-33.417214000000001,-70.728725999999995
13,110620,COSAM Quinta Normal,,-33.415235000000003,-70.701042999999999
13,110621,COSAM Lo Prado,,-33.439515999999998,-70.719801000000004
13,110622,COSAM Pudahuel,,-33.442424000000003,-70.764660000000006
13,110623,COSAM Talagante,,-33.669635,-70.937712000000005
13,110624,COSAM Peñaflor,,-33.610494000000003,-70.867970999999997
13,110625,COSAM Melipilla,,-33.688550999999997,-71.222165000000004
13,110626,COSAM Renca,,-33.397686999999998,-70.749729000000002
13,110627,Centro Comunitario de Salud Mental,,-33.448132999999999,-70.751672999999997
13,110720,Centro Comunitario de Salud Familiar Catamarca,,-33.418629000000003,-70.708787000000001
13,110725,Centro Comunitario de Salud Familiar Antumalal,,-33.418174,-70.714961000000002
13,110735,Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),,-33.416289999999996,-70.767919000000006
13,110750,Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,,-33.433126999999999,-70.761326999999994
13,110752,Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,,-33.461680999999999,-70.750213000000002
13,110754,Centro Comunitario de Salud Familiar Río Claro,,-33.463923000000001,-70.748407999999998
13,110756,Centro Comunitario de Salud Familiar Mar Caribe,,-33.430438000000002,-70.741089000000002
13,110758,Centro Comunitario de Salud Familiar Santa Corina,,-33.450046,-70.746195
13,110760,Centro Comunitario de Salud Familiar Curacaví,,-33.390794,-71.123844000000005
13,110775,Centro Comunitario de Salud Familiar La Islita,,-33.735821999999999,-70.862001000000006
13,110778,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,,-33.678719000000001,-71.206890999999999
13,110781,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,,-33.678925,-71.232021000000003
13,110783,Centro Comunitario de Salud Familiar Codigua,,-33.760078,-71.327877000000001
13,110860,SAR Renca,,-33.403500000000001,-70.702361999999994
13,110867,SAPU Santa Rosa de Chena,,-33.564062999999997,-70.795882000000006
13,110891,SAPU Marcela Jacques Vargas,,-33.663479000000002,-70.929231000000001
13,111010,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Central),Dirección Servicio de Salud,S/I,S/I
13,111011,PRAIS (S.S Metropolitano Central),,-33.455717999999997,-70.652721999999997
13,111100,Hospital Clínico San Borja,Establecimiento Alta Complejidad,-33.460498000000001,-70.642319999999998
13,111101,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Establecimiento Alta Complejidad,-33.508212,-70.774248
13,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,Establecimiento Alta Complejidad,-33.443676000000004,-70.638693000000004
13,111200,Hospital Clínico Universidad Católica,Hospital (No perteneciente al SNSS),-33.442233000000002,-70.640349000000001
13,111202,Hospital Clínico Mutual de Seguridad C.CH.C.,Hospital (No perteneciente al SNSS),-33.456760000000003,-70.700783999999999
13,111203,Hospital Penitenciario,Hospital (No perteneciente al SNSS),-33.473593999999999,-70.660323000000005
13,111204,Instituto de Rehabilitación Infantil TELETÓN (Santiago),Centro de Salud,S/I,S/I
13,111205,Hospital Clínico Instituto de Seguridad del Trabajo de Santaigo,Hospital (No perteneciente al SNSS),-33.475924999999997,-70.651674
13,111206,Clínica Los Coihues,Clínica,-33.452897,-70.705461
13,111207,Clínica Santa Inés,Clínica,-33.470129999999997,-70.646649999999994
13,111208,Laboratorio Bio Reval Ltda,Laboratorio Clínico o Dental,S/I,S/I
13,111209,Laboratorio Antonio Concha,Laboratorio Clínico o Dental,S/I,S/I
13,111210,Hernández y Gutiérrez Ltda,Centro de Salud,S/I,S/I
13,111211,Clínica Central,Clínica,-33.446550000000002,-70.644030000000001
13,111212,Laboratorio Labocenter,Laboratorio Clínico o Dental,S/I,S/I
13,111214,Clínica Sierra Bella,Clínica,-33.462679999999999,-70.635549999999995
13,111215,Clínica Las Violetas,Clínica,S/I,S/I
13,111216,Laboratorio Santiago Centro,Laboratorio Clínico o Dental,S/I,S/I
13,111217,Centro de Salud Diagnostiko Ltda,Centro de Salud,S/I,S/I
13,111218,Centro de Salud Omega,Centro de Salud,S/I,S/I
13,111219,Nueva Clínica Madre e Hijo,Clínica,-33.464903999999997,-70.642646999999997
13,111220,Laboratorio Perfil Bioquímico,Laboratorio Clínico o Dental,S/I,S/I
13,111221,Clínica Juan Pablo II,Clínica,-33.463650000000001,-70.642619999999994
13,111222,Laboratorio Sigma,Laboratorio Clínico o Dental,S/I,S/I
13,111223,Clínica Psiquiatrica España,Clínica,S/I,S/I
13,111224,Centro de Salud Vival Ltda.,Centro de Salud,S/I,S/I
13,111225,Laboratorio Referencia Oxman y Cía. Ltda.,Laboratorio Clínico o Dental,S/I,S/I
13,111229,Clínica San Javier,Clínica,S/I,S/I
13,111230,Clínica Hospital del Profesor,Clínica,-33.502623,-70.582564000000005
13,111232,Clínica Astra,Clínica,-33.505670000000002,-70.756969999999995
13,111263,Centro Integramédica,Centro de Salud,S/I,S/I
13,111267,Centro Médico Vida Integra Alameda,Centro de Salud,S/I,S/I
13,111268,Clínica del Trabajador AChS,Clínica,S/I,S/I
13,111269,Centro de Salud Vida Integra Bandera,Centro de Salud,S/I,S/I
13,111273,Centro Vida Integra  de Maipú,Centro de Salud,S/I,S/I
13,111274,Centro Integramédica Oeste,Centro de Salud,S/I,S/I
13,111276,Clínica Universidad Católica,Clínica,-33.442158999999997,-70.641311000000002
13,111277,Clínica Pedro Montt,Clínica,-33.455204999999999,-70.653762
13,111278,Centro Integramédica Forestal,Centro de Salud,S/I,S/I
13,111281,Centro Asistencial AChS Alameda,Centro de Salud,S/I,S/I
13,111282,Centro Asistencial AChS Maipú,Centro de Salud,S/I,S/I
13,111283,Centro Asistencial AChS Santiago,Centro de Salud,S/I,S/I
13,111284,Centro Médico y Dental Megasalud Alameda,Centro Médico y Dental,S/I,S/I
13,111285,Centro Médico y Dental Megasalud Maipu,Centro Médico y Dental,S/I,S/I
13,111286,Centro Médico y Dental CAPREDENA,Centro Médico y Dental,-33.449384000000002,-70.652234000000007
13,111288,Centro de Salud Mutual CChC Agustinas,Centro de Salud,S/I,S/I
13,111289,Centro de Salud Mutual CChC Maipú,Centro de Salud,S/I,S/I
13,111290,Centro Integramédica Estación Central,Centro de Salud,S/I,S/I
13,111291,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,Centro Médico y Dental,S/I,S/I
13,111292,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,Vacunatorio,-33.442163000000001,-70.640257000000005
13,111293,Policlínico Institucional de Gendarmería de Chile (Santiago),Centro de Salud,-33.458241000000001,-70.637759000000003
13,111294,Establecimiento Penitenciario Santiago 1,Centro de Salud,-33.475856999999998,-70.656574000000006
13,111295,Red Salud Santiago (esx Clínica Bicentenario),Clínica,-33.437089999999998,-70.635620000000003
13,111296,Consultorio Escuela de formación policial de Carabineros de Chile,Centro de Salud,-33.497701999999997,-70.708224999999999
13,111297,Clínica Bellolio,Clínica,-33.511220000000002,-70.754549999999995
13,111298,Centro de Salud Familiar Santiago Occidente de Carabineros de Chile,Centro de Salud,-33.464796,-70.726974999999996
13,111299,Integramédica Bandera,Centro de Salud,S/I,S/I
13,111300,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Consultorio General Urbano,-33.455441999999998,-70.652731000000003
13,111301,Centro de Salud Familiar Nº 5,Consultorio General Urbano,-33.451180000000001,-70.673768999999993
13,111302,Centro de Salud Familiar Padre Vicente Irarrázabal,Consultorio General Urbano,-33.472839999999998,-70.691894000000005
13,111303,Centro de Salud Familiar Lo Valledor Norte,Consultorio General Urbano,-33.488281999999998,-70.686376999999993
13,111304,Centro de Salud Familiar Maipú,Consultorio General Urbano,-33.504314999999998,-70.758150000000001
13,111305,Centro de Salud Familiar Dr. Norman Voulliéme,Consultorio General Urbano,-33.493310000000001,-70.719200999999998
13,111306,Centro de Salud Familiar San José de Chuchunco,Consultorio General Urbano,-33.473681999999997,-70.705982000000006
13,111307,Centro de Salud Familiar Enfermera Sofía Pincheira,Consultorio General Urbano,-33.501479000000003,-70.733545000000007
13,111308,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,Consultorio General Urbano,-33.505432999999996,-70.774351999999993
13,111309,Centro de Salud Familiar Dra. Ana María Juricic,Consultorio General Urbano,-33.514065000000002,-70.796603000000005
13,111310,Centro de Salud Familiar Las Mercedes,Consultorio General Urbano,-33.451976999999999,-70.703928000000005
13,111351,Centro de Referencia de Salud de Maipú,Centro de Referencia de Salud,-33.508774000000003,-70.771856999999997
13,111370,Centro de Salud Familiar Padre Orellana,Consultorio General Urbano,-33.466621000000004,-70.629593
13,111372,Centro de Salud Familiar Arauco,Consultorio General Urbano,-33.468029999999999,-70.670454000000007
13,111376,Centro de Salud Familiar Dr. Benjamín Viel,Consultorio General Urbano,-33.461578000000003,-70.655450999999999
13,111378,Centro de Salud Familiar Dr. Iván Insunza,Consultorio General Urbano,-33.484273000000002,-70.771353000000005
13,111379,Centro de Salud Familiar Clotario Blest,Consultorio General Urbano,-33.490025000000003,-70.744878999999997
13,111380,Centro de Salud Familiar Dr. Carlos Godoy,Consultorio General Urbano,-33.527760000000001,-70.796392999999995
13,111381,Centro de Salud Familiar Ignacio Domeyko,Consultorio General Urbano,-33.438921000000001,-70.672466999999997
13,111382,Centro de Salud Familiar Presidenta Michelle Bachelet,Consultorio General Urbano,-33.525395000000003,-70.767836000000003
13,111383,Centro de Salud Familiar Dr. Luis Ferrada,Consultorio General Urbano,-33.473168000000001,-70.756020000000007
13,111400,Posta de Salud Rural Rinconada de Maipú,Posta de Salud Rural,-33.513167000000003,-70.825417999999999
13,111606,COSAM Estación Central,,-33.465670000000003,-70.693489999999997
13,111607,COSAM Maipú,,-33.502803,-70.769790999999998
13,111608,COSAM Cerrillos,,-33.493614999999998,-70.708752000000004
13,111609,COSAM Santiago,,-33.447963000000001,-70.632700999999997
13,111704,Centro Comunitario de Salud Familiar Futramapu,,-33.540194999999997,-70.770043000000001
13,111780,Centro Comunitario de Salud Familiar Europa,,-33.535882999999998,-70.774210999999994
13,111781,Centro Comunitario de Salud Familiar Villa Francia,,-33.474823999999998,-70.715473000000003
13,111782,Centro Comunitario de Salud Familiar El Abrazo,,-33.510016,-70.745502999999999
13,111783,Centro Comunitario de Salud Familiar Lo Errázuriz,,-33.473047000000001,-70.725014000000002
13,111784,Centro Comunitario de Salud Familiar Bueras,,-33.496471,-70.763052999999999
13,111800,SAPU Consultorio Nº1,,-33.455638,-70.652567000000005
13,111804,SAPU Maipú,,-33.504336000000002,-70.758606999999998
13,111805,SAPU Dr. Norman Voulliéme,,-33.493333999999997,-70.719325999999995
13,111806,SAPU San José de Chuchunco,,-33.473630999999997,-70.706177999999994
13,111809,SAPU Dra. Ana María Juricic,,-33.513933999999999,-70.796869999999998
13,112010,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Oriente),Dirección Servicio de Salud,S/I,S/I
13,112011,PRAIS (S.S Metropolitano Oriente),,-33.436639999999997,-70.624493000000001
13,112095,Vacunatorio Internacional SEREMI de Salud Metropolitana,Vacunatorio,-33.436486000000002,-70.622589000000005
13,112100,"Hospital Del Salvador (Santiago, Providencia)",Establecimiento Alta Complejidad,-33.436639999999997,-70.624493000000001
13,112101,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Establecimiento Alta Complejidad,-33.501328000000001,-70.579408000000001
13,112102,"Hospital de Niños Dr. Luis Calvo Mackenna (Santiago, Providencia)",Establecimiento Alta Complejidad,-33.430591999999997,-70.615846000000005
13,112103,Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica,Establecimiento Alta Complejidad,-33.437987999999997,-70.621881999999999
13,112104,Instituto de Neurocirugía Dr. Alfonso Asenjo,Establecimiento Alta Complejidad,-33.436888000000003,-70.622448000000006
13,112105,Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda,Establecimiento Alta Complejidad,-33.460453999999999,-70.569891999999996
13,112106,Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva,Establecimiento Alta Complejidad,-33.434824999999996,-70.622226999999995
5,112107,Hospital Hanga Roa (Isla De Pascua),Establecimiento Baja Complejidad,-27.150245000000002,-109.421012
